bus_id,hosting_capacity
2010001,315.34756710172684
2010002,226.04658740117637
2010003,315.12691280008937
2010004,281.68033518812763
2010005,281.6803351881276
2010006,529.9599810937298
2010007,529.9599810937294
2010008,473.22172296476253
2010009,473.22172296476253
2010010,246.99149970829643
2010011,241.77672607678142
2010012,1301.8611675610055
2010013,414.07171179650635
2010014,209.13003435675083
2010015,209.13003435675083
2010016,249.7122538109483
2010017,249.7122538109483
2010018,281.27770529310015
2010019,1230.7405488500392
2010020,479.4982359845443
2010021,461.54058110563477
2010022,249.53437305327722
2010023,1503.8864972159595
2010024,512.3785990942492
2010025,376.0341027886417
2010026,134.57999999990446
2010027,365.4300000000018
2010028,365.4300000000018
2010029,320.3806023656864
2010030,363.65999999999775
2010031,363.65999999999775
2010032,346.44107436609494
2010033,714.6234230708222
2010034,337.60945027296736
2010035,337.6094502729674
2010036,337.6094502729674
2010037,457.97631374364033
2010038,274.3043649774103
2010039,274.3043649774103
2010040,392.7919411279964
2010041,534.1689407021871
2010042,211.17290701139163
2010043,333.143240731809
2010044,333.1432407318093
2010045,430.3600000000008
2010046,489.34313997660075
2010047,489.34313997660075
2010048,347.5749925072079
2010049,347.5749925072079
2010050,347.574992507208
2010051,134.57999999990446
2010052,134.57999999990446
2010053,441.3492289489725
2010054,306.593411042677
2010055,423.6000000000151
2010056,423.60000000001526
2010057,2318.398623918687
2010058,708.9182951128275
2010059,2270.6219466930124
2010060,372.07000000000056
2010061,393.7097194964013
2010062,272.916339898823
2010063,272.91633989882297
2010064,272.916339898823
2010065,321.0155696427969
2010066,54.3
2010067,54.3
2010068,108.6
2010069,295.999403155627
2010070,441.1599999999998
2010071,533.5926651750415
2010072,278.27669074247433
2010073,278.27669074247433
2010074,360.1999999999999
2010075,360.1999999999998
2010076,341.8582477278608
2010077,683.0046896807398
2010078,1263.743152505785
2010079,762.0650050124007
2010080,150.0
2010081,399.7945906509121
2010082,361.58000000000516
2010083,361.58000000000516
2010084,328.53253889702813
2010085,328.53253889702785
2010086,328.53253889702796
2010087,337.00506158934286
2010088,203.57285538317592
2010089,203.57285538317592
2010090,457.2047610065727
2010091,416.1162614817632
2010092,447.20386694618617
2010093,524.0556921595357
2010094,495.3807829007323
2010095,495.3807829007323
2010096,495.3807829007324
2010097,429.399999999999
2010098,418.21537548391393
2010099,418.21537548391393
2010100,541.8919511064175
2010101,541.8919511064178
2010102,541.8919511064175
2010103,457.4796416674868
2010104,457.4796416674868
2010105,457.4796416674868
2010106,134.57999999990466
2010107,255.77753321714138
2010108,255.77753321714133
2010109,255.77753321714138
2010110,423.60000000000036
2010111,423.60000000000036
2010112,352.1838624728602
